transaction_id,product_category,sub_category,brand_tier,customer_segment,customer_region,channel,day_of_week,season,payment_method,device_type,base_price,competitor_price,discount_pct,units_sold,marketing_spend,customer_rating,review_count,return_rate,inventory_days,page_views,shipping_cost,wishlist_adds,repeat_purchase,is_featured,flash_sale,revenue_usd
TXN-0000696,Home & Garden,Decor,Mid-Range,Returning,Europe,Referral,Thursday,Winter,PayPal,Desktop,115.14,106.03,0.0,4,0.0,4.8,0.0,0.232,28,454.0,11.78,4.0,0,0,0,454.45
TXN-0000697,Beauty,Fragrance,Mid-Range,New,Asia Pacific,Social Media,Friday,Fall,PayPal,Mobile,33.46,33.64,45.2,3,0.0,4.6,45.0,,33,749.0,10.67,3.0,0,1,0,67.99
TXN-0000698,Sports,Yoga,Mid-Range,Returning,Europe,Paid Search,Friday,Spring,Debit Card,Mobile,66.83,48.28,9.2,4,318.69,4.4,35.0,0.057,43,383.0,10.6,2.0,0,0,0,337.59
TXN-0000699,Beauty,Fragrance,Budget,Returning,North America,Direct,Friday,Fall,Credit Card,Desktop,21.25,32.97,0.0,6,429.6,3.4,28.0,0.009,44,371.0,6.8,2.0,0,0,0,170.38
TXN-0000700,Home & Garden,Kitchen,Budget,Loyal,North America,Paid Search,Saturday,Spring,Buy Now Pay Later,Mobile,28.48,,23.0,1,54.64,,0.0,0.171,30,,9.55,2.0,1,0,0,42.87
TXN-0000701,Sports,Yoga,Luxury,Loyal,North America,Paid Search,Friday,Winter,Credit Card,Desktop,554.79,632.62,18.7,1,0.0,2.8,7.0,0.233,50,288.0,5.97,2.0,1,1,0,459.66
TXN-0000702,Food & Grocery,Snacks,Mid-Range,Loyal,North America,Social Media,Wednesday,Spring,PayPal,Mobile,31.63,30.99,15.6,3,117.16,4.4,39.0,0.294,47,414.0,7.32,4.0,1,0,1,161.29
TXN-0000703,Electronics,Headphones,Mid-Range,Churned,Asia Pacific,Referral,Sunday,Winter,Credit Card,Desktop,291.59,257.89,0.0,12,57.1,4.1,26.0,0.377,8,,19.16,3.0,0,0,1,4176.97
TXN-0000704,Fashion,Bags,Budget,Loyal,North America,Social Media,Thursday,Spring,Credit Card,Mobile,36.03,24.61,3.9,1,0.0,,22.0,0.044,30,206.0,6.19,2.0,1,0,0,40.3
TXN-0000705,Beauty,Skincare,Luxury,Loyal,Asia Pacific,Organic Search,Friday,Spring,Credit Card,Desktop,313.62,329.88,0.0,4,282.22,4.7,31.0,0.115,49,954.0,8.59,3.0,1,1,0,1309.45
TXN-0000706,Sports,Outdoor,Mid-Range,New,Europe,Paid Search,Thursday,Fall,Buy Now Pay Later,Tablet,60.02,63.15,11.6,7,0.0,4.2,47.0,0.139,42,567.0,7.09,2.0,0,0,0,401.04
TXN-0000707,Books,Comics,Mid-Range,Returning,Latin America,Email,Thursday,Fall,Buy Now Pay Later,Mobile,23.62,18.07,39.8,7,0.0,4.6,3.0,0.059,51,93.0,21.52,,0,0,0,67.59
TXN-0000708,Beauty,Makeup,Mid-Range,Returning,Asia Pacific,Organic Search,Tuesday,Summer,PayPal,Desktop,42.84,46.3,1.0,16,0.0,4.5,36.0,0.134,32,432.0,18.16,4.0,0,1,0,604.69
TXN-0000709,Sports,Cycling,Budget,New,Latin America,Affiliate,Friday,Fall,Credit Card,Mobile,34.88,35.63,0.0,12,0.0,3.9,,0.1,16,166.0,23.35,7.0,0,0,0,344.91
TXN-0000710,Home & Garden,Decor,Mid-Range,Churned,Europe,Paid Search,Sunday,Spring,Debit Card,Mobile,96.81,118.56,2.5,4,459.33,4.2,10.0,0.225,30,135.0,13.59,2.0,0,1,0,429.93
TXN-0000711,Sports,Outdoor,Budget,Loyal,Europe,Organic Search,Monday,Summer,Bank Transfer,Mobile,24.97,20.63,2.8,4,515.78,3.6,3.0,0.022,38,45.0,9.25,4.0,1,1,0,170.86
TXN-0000712,Sports,Cycling,Budget,New,North America,Organic Search,Saturday,Summer,Bank Transfer,Mobile,35.81,38.75,5.9,6,0.0,3.7,34.0,0.198,71,298.0,10.37,3.0,0,1,1,304.89
TXN-0000713,Beauty,Personal Care,Luxury,New,Asia Pacific,Social Media,Tuesday,Spring,Buy Now Pay Later,Desktop,298.46,264.3,3.4,1,0.0,4.2,36.0,0.157,35,680.0,17.07,5.0,0,1,0,296.38
TXN-0000714,Sports,Water Sports,Mid-Range,VIP,Asia Pacific,Paid Search,Tuesday,Summer,Bank Transfer,Mobile,100.73,95.73,0.0,1,0.0,3.7,53.0,0.296,25,862.0,22.82,3.0,1,1,0,130.16
TXN-0000715,Automotive,Tools,Premium,VIP,Latin America,Social Media,Sunday,Fall,Debit Card,Mobile,357.63,336.64,15.1,9,156.97,4.3,48.0,0.031,16,736.0,21.47,2.0,1,0,0,2720.47
TXN-0000716,Electronics,Gaming,Budget,VIP,Latin America,Direct,Tuesday,Winter,Debit Card,Mobile,100.9,103.71,0.0,1,69.85,4.8,10.0,0.053,31,704.0,29.23,3.0,1,0,0,118.59
TXN-0000717,Sports,Cycling,Premium,New,Europe,Paid Search,Thursday,Spring,PayPal,Mobile,146.44,130.31,12.4,4,0.0,4.4,0.0,,44,696.0,18.85,1.0,0,0,0,538.41
TXN-0000718,Automotive,Performance,Premium,Returning,Asia Pacific,Paid Search,Saturday,Summer,Credit Card,Desktop,278.6,305.3,48.7,1,111.22,2.8,0.0,0.211,18,,8.5,2.0,0,0,0,172.69
TXN-0000719,Sports,Water Sports,Luxury,New,Asia Pacific,Organic Search,Friday,Winter,Debit Card,Mobile,415.63,426.63,5.1,15,0.0,4.0,6.0,0.04,13,295.0,12.94,2.0,0,0,0,5877.18
TXN-0000720,Automotive,Car Care,Premium,Returning,Europe,Referral,Tuesday,Fall,PayPal,Mobile,241.55,249.58,2.9,4,0.0,4.9,39.0,0.093,13,752.0,18.44,3.0,0,0,0,970.91
TXN-0000721,Home & Garden,Garden Tools,Budget,New,Middle East,Email,Sunday,Summer,Debit Card,Mobile,32.81,28.31,0.0,3,0.0,,16.0,0.065,24,163.0,20.46,3.0,0,0,1,169.73
TXN-0000722,Fashion,Bags,Mid-Range,Returning,North America,Paid Search,Sunday,Fall,PayPal,Desktop,93.78,113.83,0.0,9,0.0,3.4,0.0,0.083,75,,7.67,3.0,0,0,0,843.19
TXN-0000723,Electronics,Cameras,Premium,Churned,Europe,Organic Search,Monday,Fall,Crypto,Mobile,1012.69,1091.41,6.0,9,0.0,3.5,28.0,0.151,35,371.0,13.72,4.0,0,0,0,8559.57
TXN-0000724,Electronics,Smart Home,Premium,VIP,North America,Email,Wednesday,Spring,PayPal,Desktop,981.92,1080.83,0.0,1,0.0,3.9,31.0,0.42,10,503.0,3.36,0.0,1,1,0,994.07
TXN-0000725,Electronics,Smartphones,Mid-Range,New,Latin America,Email,Saturday,Summer,Crypto,Mobile,226.38,285.3,0.0,1,272.23,4.6,0.0,0.207,22,105.0,12.62,0.0,0,1,0,267.47
TXN-0000726,Sports,Fitness Equipment,Mid-Range,New,Middle East,Paid Search,Sunday,Summer,Credit Card,Mobile,97.8,75.93,0.0,11,0.0,4.4,0.0,0.047,53,155.0,35.12,3.0,0,0,0,999.3
TXN-0000727,Electronics,Headphones,Budget,Returning,Middle East,Social Media,Friday,Spring,Credit Card,Desktop,94.09,,0.0,11,0.0,4.9,0.0,0.306,32,104.0,18.73,6.0,0,0,0,1017.03
TXN-0000728,Books,Comics,Mid-Range,New,South Asia,Organic Search,Sunday,Winter,Debit Card,Desktop,20.04,11.25,5.5,3,0.0,3.8,15.0,0.168,21,192.0,8.78,3.0,0,0,0,71.53
TXN-0000729,Beauty,Makeup,Luxury,Churned,Asia Pacific,Paid Search,Saturday,Fall,Credit Card,Mobile,245.32,209.32,4.4,1,354.78,4.7,33.0,0.249,10,270.0,12.09,2.0,0,1,0,295.31
TXN-0000730,Beauty,Fragrance,Premium,New,Europe,Direct,Saturday,Fall,Debit Card,Tablet,65.97,71.98,0.0,10,0.0,4.1,57.0,0.259,18,629.0,11.05,3.0,0,0,0,653.25
TXN-0000731,Home & Garden,Lighting,Luxury,New,Middle East,Social Media,Friday,Spring,Debit Card,Mobile,811.77,836.26,0.0,8,0.0,3.8,51.0,0.034,52,488.0,25.69,1.0,0,0,0,6454.19
TXN-0000732,Food & Grocery,Frozen,Premium,Loyal,North America,Organic Search,Sunday,Fall,Credit Card,Mobile,72.77,83.35,0.0,5,,3.3,0.0,0.057,18,37.0,9.41,2.0,1,1,1,599.88
TXN-0000733,Beauty,Fragrance,Premium,New,Europe,Social Media,Tuesday,Winter,Credit Card,Desktop,102.75,101.5,0.0,4,0.0,3.9,27.0,0.239,17,839.0,19.96,1.0,0,0,0,414.09
TXN-0000734,Beauty,Haircare,Budget,New,North America,Affiliate,Monday,Winter,PayPal,Tablet,23.29,13.62,0.0,5,153.68,4.7,1.0,0.374,19,117.0,11.18,5.0,0,0,0,144.65
TXN-0000735,Electronics,Cameras,Luxury,Returning,Asia Pacific,Social Media,Thursday,Spring,Debit Card,Mobile,893.7,1017.09,1.0,9,314.15,4.7,6.0,0.346,39,74.0,13.67,6.0,0,0,0,7967.5
TXN-0000736,Automotive,Tools,Mid-Range,New,North America,Email,Saturday,Winter,Credit Card,Mobile,133.49,,7.2,7,224.78,3.4,60.0,0.07,64,631.0,7.32,8.0,0,0,0,903.21
TXN-0000737,Toys,Board Games,Mid-Range,New,Asia Pacific,Direct,Thursday,Summer,Bank Transfer,Mobile,33.33,41.16,0.0,7,0.0,4.2,27.0,0.172,95,282.0,24.07,,0,0,0,206.18
TXN-0000738,Home & Garden,Kitchen,Mid-Range,Returning,North America,Organic Search,Sunday,Winter,PayPal,Mobile,87.76,99.36,0.0,3,0.0,4.6,9.0,0.348,23,87.0,9.82,1.0,0,1,1,484.67
TXN-0000739,Food & Grocery,Pantry,Mid-Range,New,Asia Pacific,Paid Search,Friday,Fall,Debit Card,Mobile,18.72,19.84,6.2,2,0.0,4.0,4.0,0.004,25,35.0,15.43,6.0,0,1,0,36.04
TXN-0000740,Beauty,Haircare,Mid-Range,Churned,Latin America,Email,Monday,Winter,Buy Now Pay Later,Mobile,32.5,37.94,1.0,4,91.95,4.3,12.0,0.13,31,,21.31,3.0,0,0,0,132.19
TXN-0000741,Jewelry,Earrings,Premium,New,North America,Paid Search,Thursday,Spring,Credit Card,Tablet,518.89,,23.3,8,0.0,,5.0,0.193,49,218.0,8.97,4.0,0,0,0,3207.16
TXN-0000742,Toys,Educational,Luxury,Returning,Europe,Email,Tuesday,Fall,Debit Card,Mobile,139.01,133.87,30.8,4,0.0,,2.0,0.039,11,99.0,9.27,,0,0,0,402.47
TXN-0000743,Jewelry,Necklaces,Mid-Range,Returning,North America,Referral,Sunday,Fall,Debit Card,Desktop,196.87,213.55,3.6,1,496.66,3.6,19.0,0.14,30,449.0,7.51,2.0,0,1,0,264.08
TXN-0000744,Fashion,Sportswear,Mid-Range,New,Europe,Email,Saturday,Summer,PayPal,Desktop,78.12,87.17,31.5,5,0.0,,,0.016,96,148.0,14.94,3.0,0,0,0,291.2
TXN-0000745,Fashion,Footwear,Budget,New,Europe,Affiliate,Thursday,Fall,Credit Card,Desktop,42.34,39.57,0.0,6,265.83,4.2,3.0,0.009,141,168.0,8.51,4.0,0,0,0,291.6
TXN-0000746,Fashion,Men Clothing,Budget,Loyal,North America,Social Media,Thursday,Spring,Crypto,Mobile,60.05,53.39,10.4,4,0.0,4.2,10.0,0.073,9,222.0,6.13,4.0,1,1,1,400.22
TXN-0000747,Food & Grocery,Frozen,Budget,New,Asia Pacific,Social Media,Sunday,Summer,Debit Card,Mobile,13.88,11.01,2.1,4,447.44,4.4,6.0,0.176,15,269.0,15.6,4.0,0,1,0,119.47
TXN-0000748,Automotive,Tools,Premium,Loyal,Middle East,Direct,Thursday,Spring,Buy Now Pay Later,Mobile,252.3,276.71,7.3,10,197.27,,27.0,0.274,45,338.0,21.66,2.0,1,1,0,2315.97
TXN-0000749,Fashion,Bags,Mid-Range,Loyal,North America,Social Media,Tuesday,Spring,Credit Card,Tablet,79.13,75.69,20.9,8,,4.5,15.0,0.051,59,167.0,6.29,5.0,1,1,0,498.71
TXN-0000750,Toys,Action Figures,Mid-Range,VIP,North America,Marketplace,Saturday,Fall,Credit Card,Desktop,21.05,20.61,0.0,8,92.91,4.3,0.0,0.262,31,461.0,6.44,3.0,1,0,0,168.99
TXN-0000751,Automotive,Electronics,Mid-Range,New,North America,Email,Wednesday,Winter,Debit Card,Mobile,97.17,79.18,15.1,4,0.0,5.0,30.0,0.104,107,257.0,8.15,2.0,0,0,0,344.98
TXN-0000752,Sports,Cycling,Budget,VIP,Latin America,Direct,Friday,Summer,Credit Card,Desktop,52.22,49.44,2.7,2,0.0,3.9,31.0,0.477,82,284.0,18.63,6.0,1,0,1,235.5
TXN-0000753,Sports,Team Sports,Luxury,Returning,Europe,Organic Search,Saturday,Fall,Crypto,Desktop,648.05,614.11,6.2,2,0.0,2.9,18.0,0.158,1,736.0,8.02,4.0,0,0,1,2760.86
TXN-0000754,Fashion,Women Clothing,Mid-Range,New,North America,Paid Search,Sunday,Winter,Debit Card,Mobile,61.82,75.3,3.4,9,0.0,3.8,0.0,0.082,26,224.0,12.08,2.0,0,0,0,531.3
TXN-0000755,Sports,Fitness Equipment,Budget,Loyal,North America,Social Media,Saturday,Spring,PayPal,Mobile,51.0,59.77,11.7,7,0.0,,,0.039,30,159.0,9.48,5.0,1,0,1,438.82
TXN-0000756,Toys,Outdoor Play,Mid-Range,New,Latin America,Social Media,Tuesday,Spring,PayPal,Tablet,39.31,44.09,0.0,5,274.87,2.2,3.0,0.356,34,982.0,26.08,4.0,0,0,0,226.05
TXN-0000757,Home & Garden,Furniture,Premium,Returning,North America,Organic Search,Thursday,Summer,PayPal,Mobile,168.11,189.8,0.0,7,159.36,4.4,0.0,0.182,35,104.0,9.66,3.0,0,1,0,1195.57
TXN-0000758,Fashion,Sportswear,Budget,Loyal,Europe,Social Media,Thursday,Winter,Credit Card,Mobile,46.0,50.23,5.9,2,0.0,4.1,4.0,0.028,41,422.0,18.66,3.0,1,0,0,88.77
TXN-0000759,Beauty,Personal Care,Mid-Range,New,North America,Organic Search,Wednesday,Spring,Crypto,Desktop,45.82,,1.8,2,211.41,3.7,2.0,0.048,23,101.0,12.76,3.0,0,0,0,133.56
TXN-0000760,Home & Garden,Garden Tools,Budget,VIP,North America,Marketplace,Sunday,Summer,Credit Card,Mobile,40.49,,20.7,3,201.69,4.1,1.0,0.075,31,111.0,6.47,5.0,1,0,0,123.91
TXN-0000761,Sports,Fitness Equipment,Luxury,New,North America,Direct,Saturday,Winter,Bank Transfer,Mobile,425.25,440.19,0.0,4,,4.2,29.0,0.272,25,581.0,5.95,6.0,0,0,0,1760.03
TXN-0000762,Fashion,Footwear,Premium,Loyal,North America,Marketplace,Wednesday,Spring,Credit Card,Mobile,110.97,102.21,10.9,3,0.0,4.0,18.0,0.182,11,149.0,8.41,2.0,1,1,1,550.35
TXN-0000763,Food & Grocery,Snacks,Mid-Range,Returning,North America,Email,Sunday,Winter,Credit Card,Desktop,17.19,23.16,3.7,1,0.0,4.1,8.0,0.086,6,459.0,5.52,6.0,0,0,1,66.66
TXN-0000764,Electronics,Gaming,Mid-Range,Loyal,Asia Pacific,Organic Search,Monday,Summer,Credit Card,Mobile,238.17,,8.3,13,0.0,4.8,0.0,0.144,16,128.0,10.68,3.0,1,0,0,2815.63
TXN-0000765,Beauty,Personal Care,Premium,Loyal,Europe,Social Media,Thursday,Summer,Debit Card,Mobile,128.7,139.53,0.0,1,1294.98,3.1,2.0,0.014,40,235.0,19.41,4.0,1,1,1,628.06
TXN-0000766,Electronics,Headphones,Budget,Loyal,Europe,Affiliate,Monday,Fall,Credit Card,Desktop,188.16,194.66,0.0,15,0.0,,9.0,0.279,66,97.0,16.38,2.0,1,0,0,2786.9
TXN-0000767,Beauty,Fragrance,Mid-Range,Returning,Europe,Social Media,Saturday,Spring,Bank Transfer,Mobile,49.92,53.43,11.5,7,0.0,3.5,13.0,0.347,35,126.0,15.72,4.0,0,0,0,299.75
TXN-0000768,Food & Grocery,Organic,Budget,Loyal,North America,Social Media,Saturday,Winter,Crypto,Mobile,8.0,7.99,0.0,10,314.32,3.8,23.0,0.402,3,346.0,10.56,2.0,1,1,1,114.7
TXN-0000769,Fashion,Sportswear,Budget,VIP,Asia Pacific,Social Media,Tuesday,Winter,Buy Now Pay Later,Mobile,31.15,26.25,3.0,4,0.0,4.2,15.0,0.032,16,406.0,14.2,4.0,1,0,0,123.74
TXN-0000770,Toys,Dolls,Luxury,Returning,Asia Pacific,Affiliate,Monday,Fall,Debit Card,Tablet,225.07,209.09,11.6,6,136.74,,22.0,0.301,38,250.0,11.79,3.0,0,0,0,1204.87
TXN-0000771,Fashion,Men Clothing,Mid-Range,New,Europe,Organic Search,Thursday,Fall,Credit Card,Tablet,58.93,64.08,5.4,8,0.0,4.2,51.0,0.064,53,775.0,9.3,3.0,0,1,0,443.01
TXN-0000772,Fashion,Bags,Luxury,Returning,Asia Pacific,Paid Search,Sunday,Summer,Debit Card,Mobile,297.09,254.14,16.2,1,135.63,3.2,19.0,0.025,30,320.0,13.38,7.0,0,0,0,282.16
TXN-0000773,Fashion,Women Clothing,Mid-Range,New,Latin America,Marketplace,Sunday,Summer,Bank Transfer,Mobile,67.0,56.49,1.4,1,0.0,,0.0,0.172,20,120.0,22.54,3.0,0,0,0,87.74
TXN-0000774,Fashion,Footwear,Mid-Range,Loyal,South Asia,Referral,Sunday,Spring,Bank Transfer,Desktop,66.74,63.81,64.0,3,1082.22,4.2,,,37,468.0,19.45,8.0,1,0,0,167.05
TXN-0000775,Toys,STEM,Luxury,Returning,Europe,Organic Search,Sunday,Summer,Buy Now Pay Later,Mobile,156.36,168.34,2.8,7,144.98,3.9,0.0,0.27,12,345.0,14.67,3.0,0,1,0,1062.73
TXN-0000776,Beauty,Skincare,Budget,Returning,North America,Affiliate,Thursday,Spring,Credit Card,Desktop,13.88,11.24,0.0,11,351.6,3.8,18.0,0.399,32,217.0,10.0,6.0,0,0,1,207.86
TXN-0000777,Fashion,Bags,Mid-Range,Returning,North America,Paid Search,Monday,Summer,Credit Card,Desktop,99.83,96.21,15.3,11,0.0,,13.0,0.052,32,113.0,12.33,2.0,0,0,0,902.44
TXN-0000778,Electronics,Cameras,Luxury,Loyal,South Asia,Marketplace,Friday,Summer,Debit Card,Desktop,1533.44,,0.0,4,0.0,4.2,43.0,0.17,12,1089.0,9.15,3.0,1,0,0,6141.89
TXN-0000779,Sports,Cycling,Mid-Range,Returning,Asia Pacific,Social Media,Saturday,Spring,Debit Card,Tablet,107.76,96.76,7.7,13,0.0,3.7,83.0,0.104,56,1015.0,12.01,6.0,0,0,0,1277.06
TXN-0000780,Sports,Cycling,Premium,VIP,North America,Email,Thursday,Winter,Credit Card,Tablet,245.83,229.62,0.0,11,0.0,3.9,19.0,0.013,74,459.0,7.09,1.0,1,1,1,3310.7
TXN-0000781,Fashion,Women Clothing,Budget,New,Europe,Marketplace,Saturday,Spring,Bank Transfer,Mobile,20.18,30.33,2.6,5,0.0,,19.0,0.006,25,250.0,12.42,4.0,0,0,0,125.72
TXN-0000782,Sports,Yoga,Mid-Range,Churned,Europe,Affiliate,Saturday,Spring,PayPal,Desktop,53.07,47.62,0.0,4,0.0,2.8,9.0,0.079,34,448.0,11.39,2.0,0,0,0,210.1
TXN-0000783,Food & Grocery,Beverages,Budget,Loyal,Middle East,Paid Search,Tuesday,Fall,Credit Card,Tablet,10.54,14.2,3.3,13,0.0,3.4,13.0,0.258,16,218.0,17.43,,1,0,0,95.96
TXN-0000784,Sports,Team Sports,Premium,Returning,Europe,Paid Search,Saturday,Spring,Credit Card,Desktop,119.69,135.37,0.0,1,0.0,4.5,49.0,0.013,32,411.0,12.13,1.0,0,0,0,136.99
TXN-0000785,Toys,Action Figures,Mid-Range,VIP,North America,Referral,Thursday,Spring,Debit Card,Mobile,38.8,41.5,36.7,5,146.04,4.5,51.0,0.134,24,658.0,9.99,0.0,1,0,0,139.64
TXN-0000786,Food & Grocery,Pantry,Mid-Range,Loyal,North America,Paid Search,Sunday,Spring,Bank Transfer,Desktop,18.94,18.51,5.7,12,530.08,,24.0,0.031,9,405.0,8.43,4.0,1,0,0,264.54
TXN-0000787,Electronics,Laptops,Premium,New,Europe,Direct,Monday,Winter,Credit Card,Desktop,734.0,827.04,5.2,6,251.46,3.8,11.0,0.113,20,,16.34,5.0,0,0,1,5965.93
TXN-0000788,Toys,Outdoor Play,Budget,VIP,North America,Direct,Wednesday,Fall,Buy Now Pay Later,Mobile,13.98,12.21,4.2,1,,,0.0,0.068,16,264.0,8.62,2.0,1,1,0,16.43
TXN-0000789,Electronics,Wearables,Budget,VIP,Africa,Direct,Monday,Summer,Debit Card,Tablet,93.98,85.47,38.2,5,250.69,3.6,0.0,0.314,13,239.0,15.09,,1,1,0,350.84
TXN-0000790,Home & Garden,Kitchen,Mid-Range,Returning,North America,Paid Search,Saturday,Winter,Credit Card,Mobile,114.8,132.4,26.3,1,493.31,4.6,22.0,0.338,79,340.0,8.29,,0,0,1,342.24
TXN-0000791,Fashion,Women Clothing,Premium,New,Europe,Organic Search,Friday,Summer,Credit Card,Mobile,204.12,186.47,6.5,11,0.0,4.4,9.0,0.066,23,356.0,14.06,1.0,0,0,0,2102.42
TXN-0000792,Electronics,Wearables,Premium,Loyal,North America,Email,Sunday,Fall,PayPal,Desktop,473.78,573.72,5.5,5,0.0,4.6,4.0,0.109,48,89.0,5.48,4.0,1,0,0,2266.0
TXN-0000793,Books,Comics,Mid-Range,New,South Asia,Organic Search,Sunday,Fall,Debit Card,Mobile,20.25,19.76,15.5,8,0.0,3.4,51.0,,18,728.0,12.48,5.0,0,0,1,171.12
TXN-0000794,Home & Garden,Kitchen,Budget,New,Latin America,Paid Search,Wednesday,Summer,Credit Card,Tablet,63.32,63.26,0.0,5,154.52,4.7,0.0,,22,80.0,16.11,3.0,0,0,0,320.65
TXN-0000795,Home & Garden,Lighting,Premium,New,North America,Affiliate,Sunday,Spring,Bank Transfer,Tablet,198.62,164.84,6.4,2,0.0,3.5,46.0,0.217,104,759.0,7.5,4.0,0,0,0,397.75
TXN-0000796,Beauty,Fragrance,Mid-Range,New,Europe,Social Media,Saturday,Summer,Credit Card,Mobile,29.99,33.28,0.0,7,23.68,4.1,94.0,0.077,18,806.0,12.83,1.0,0,0,1,291.16
TXN-0000797,Books,Self-Help,Mid-Range,Loyal,Latin America,Social Media,Sunday,Fall,PayPal,Mobile,16.39,21.37,2.2,11,84.79,4.7,20.0,0.228,37,586.0,28.09,1.0,1,0,0,102.08
TXN-0000798,Sports,Yoga,Premium,Loyal,Europe,Paid Search,Sunday,Winter,Buy Now Pay Later,Mobile,269.65,277.4,0.0,16,,4.3,21.0,0.095,10,173.0,11.6,,1,0,0,4313.52
TXN-0000799,Home & Garden,Furniture,Premium,Loyal,Latin America,Paid Search,Wednesday,Fall,Debit Card,Mobile,158.12,140.2,10.2,3,0.0,4.1,0.0,0.27,23,41.0,20.04,5.0,1,0,0,416.83
TXN-0000800,Sports,Cycling,Mid-Range,VIP,Latin America,Direct,Friday,Winter,Buy Now Pay Later,Desktop,71.81,65.27,4.7,10,136.78,3.8,1.0,0.13,21,224.0,14.05,5.0,1,1,1,844.29
TXN-0000801,Toys,Outdoor Play,Budget,Loyal,Europe,Paid Search,Saturday,Winter,Credit Card,Mobile,15.42,28.68,0.0,2,1134.14,3.5,23.0,0.016,8,219.0,9.78,4.0,1,0,0,131.47
TXN-0000802,Jewelry,Bracelets,Mid-Range,Churned,Asia Pacific,Organic Search,Saturday,Spring,PayPal,Mobile,435.87,391.64,3.1,1,0.0,3.4,11.0,,9,300.0,20.51,3.0,0,0,1,1485.43
TXN-0000803,Electronics,Smart Home,Premium,New,Asia Pacific,Direct,Friday,Fall,Credit Card,Mobile,673.11,809.7,3.9,6,107.96,4.7,0.0,0.221,18,36.0,30.07,8.0,0,1,0,3857.21
TXN-0000804,Beauty,Personal Care,Mid-Range,Returning,North America,Paid Search,Monday,Fall,Crypto,Mobile,56.89,71.26,0.0,2,0.0,3.8,29.0,0.142,32,237.0,7.13,4.0,0,0,0,122.54
TXN-0000805,Electronics,Tablets,Mid-Range,Returning,Asia Pacific,Organic Search,Saturday,Summer,Debit Card,Tablet,394.08,445.71,6.3,1,0.0,3.6,21.0,0.022,3,424.0,12.85,,0,0,0,386.16
TXN-0000806,Toys,Outdoor Play,Mid-Range,Loyal,North America,Email,Sunday,Winter,Debit Card,Mobile,33.96,,0.0,10,86.39,4.5,16.0,0.045,19,326.0,5.84,3.0,1,0,1,440.41
TXN-0000807,Electronics,Gaming,Premium,Loyal,North America,Affiliate,Sunday,Summer,Crypto,Mobile,933.31,1037.92,13.3,8,0.0,4.3,0.0,0.333,22,1068.0,5.3,3.0,1,1,0,6477.22
TXN-0000808,Fashion,Bags,Mid-Range,Loyal,Europe,Paid Search,Wednesday,Fall,Debit Card,Desktop,76.46,76.58,0.0,1,166.12,3.2,0.0,0.009,20,14.0,14.88,2.0,1,0,0,116.02
TXN-0000809,Electronics,Cameras,Budget,Churned,Latin America,Affiliate,Friday,Summer,Credit Card,Desktop,190.15,193.76,11.9,3,405.49,4.5,24.0,0.149,52,410.0,21.25,2.0,0,1,0,556.82
TXN-0000810,Food & Grocery,Beverages,Premium,Loyal,Europe,Organic Search,Tuesday,Spring,PayPal,Mobile,54.85,54.49,0.0,11,0.0,4.2,25.0,0.13,47,280.0,10.51,3.0,1,0,0,581.42
TXN-0000811,Books,Fiction,Mid-Range,New,Middle East,Direct,Friday,Fall,Credit Card,Mobile,10.49,1.0,0.0,1,0.0,4.3,67.0,0.171,1,541.0,13.32,2.0,0,0,0,35.42
TXN-0000812,Toys,Board Games,Mid-Range,Loyal,Asia Pacific,Social Media,Wednesday,Fall,Debit Card,Desktop,28.03,22.87,0.0,4,0.0,4.7,21.0,0.07,11,348.0,22.09,2.0,1,1,0,94.08
TXN-0000813,Electronics,Tablets,Premium,Returning,North America,Organic Search,Friday,Spring,PayPal,Mobile,444.56,511.07,2.3,2,0.0,3.2,,0.243,12,367.0,6.79,3.0,0,0,0,888.85
TXN-0000814,Electronics,Gaming,Premium,Returning,Middle East,Organic Search,Saturday,Spring,Debit Card,Tablet,434.01,401.4,34.1,9,194.42,4.3,0.0,0.145,15,52.0,27.29,3.0,0,1,0,2538.41
TXN-0000815,Electronics,Gaming,Premium,New,North America,Organic Search,Monday,Summer,Credit Card,Desktop,445.54,471.0,1.0,3,,4.3,0.0,0.107,20,54.0,4.67,3.0,0,0,0,1325.76
TXN-0000816,Food & Grocery,Pantry,Mid-Range,New,Asia Pacific,Paid Search,Saturday,Winter,Debit Card,Mobile,26.56,31.55,8.0,9,0.0,4.5,19.0,0.082,19,172.0,17.18,3.0,0,0,0,193.36
TXN-0000817,Home & Garden,Kitchen,Premium,Loyal,North America,Organic Search,Friday,Winter,PayPal,Mobile,244.43,298.55,4.4,5,0.0,,29.0,0.121,25,516.0,11.45,6.0,1,0,0,1173.37
TXN-0000818,Sports,Fitness Equipment,Budget,Loyal,South Asia,Social Media,Saturday,Summer,Credit Card,Desktop,48.26,57.85,13.0,4,0.0,3.3,0.0,0.103,97,10.0,10.9,1.0,1,0,0,181.39
TXN-0000819,Beauty,Haircare,Luxury,New,Middle East,Email,Saturday,Fall,Credit Card,Desktop,249.55,233.05,4.6,1,0.0,3.8,78.0,0.347,56,727.0,26.61,3.0,0,1,1,861.42
TXN-0000820,Automotive,Safety,Mid-Range,Returning,Europe,Marketplace,Monday,Fall,Bank Transfer,Mobile,90.33,111.77,1.0,3,47.56,4.5,22.0,0.347,51,546.0,20.23,,0,0,0,269.41
