age,gender,education_level,city,company,job_role,industry_sector,employment_type,years_experience,annual_ctc,monthly_expenses,savings_balance,investments,loan_outstanding,emi_monthly,debt_to_income_ratio,credit_score,num_credit_cards,projects_completed,certifications,training_hours_yr,team_size_managed,remote_work_pct,overtime_hours_month,performance_score,promotion_eligible
31,Female,Bachelor,Mysuru,PhonePe,Engineering Manager,HealthTech,Full-time,11,672729,21533,188299.0,14048.0,820227.0,16404,0.2926,538,6,23,0,,20.0,100,3,2.67,0
26,Male,PhD,Varanasi,L&T Infotech,Technical Lead,EdTech,Hybrid,4,809620,24974,82007.0,4183.0,,0,0.0,460,2,12,3,29.0,0.0,50,5,2.67,0
44,Male,Bachelor,Vadodara,Apexon,QA Engineer,Defense,Remote,21,1511775,67217,9794.0,12492.0,0.0,0,0.0,703,4,43,5,82.0,24.0,100,18,4.45,1
38,Female,Master,Hyderabad,KPIT Technologies,Mobile Developer,Banking,Full-time,14,1050446,47181,82833.0,5224.0,627071.0,12541,0.1433,637,5,31,3,54.0,24.0,25,36,3.99,0
29,Female,Diploma,Aurangabad,Byju s,Director of Engineering,EdTech,Hybrid,5,527198,20184,23944.0,68508.0,0.0,0,0.0,513,2,13,4,58.0,0.0,100,22,2.66,0
48,Female,PhD,Cuttack,ThoughtWorks India,Project Manager,SaaS,Full-time,24,1819989,72287,74390.0,2632.0,0.0,0,0.0,714,0,45,3,97.0,7.0,100,20,4.88,1
54,Male,Master,Nellore,Firstsource,Technical Lead,Telecom,Full-time,31,2096075,76734,8630.0,79905.0,1790685.0,35813,0.205,777,1,67,3,31.0,,25,3,5.0,1
45,Male,Diploma,Jamnagar,Zerodha,Project Manager,HealthTech,Full-time,25,1541740,53217,130900.0,4592.0,0.0,0,0.0,710,1,51,0,22.0,22.0,75,29,5.0,1
48,Male,Bachelor,Tiruchirappalli,Capgemini India,Security Analyst,Government,Full-time,25,1720449,78380,28730.0,1758.0,1917959.0,38359,0.2676,719,1,49,1,3.0,24.0,50,38,4.6,1
48,Male,Master,Kota,CRED,Data Analyst,Banking,Part-time,28,1995361,49565,,6407.0,974417.0,19488,0.1172,780,2,59,1,26.0,4.0,100,8,5.0,0
39,Female,High School,Asansol,TCS,Senior Data Scientist,Consulting,Hybrid,19,1254972,56484,35437.0,52683.0,0.0,0,0.0,586,2,38,1,97.0,,50,14,3.91,0
30,Female,Diploma,Akola,Tech Mahindra,Product Manager,Startup,Full-time,10,690357,26910,131698.0,14418.0,0.0,0,0.0,547,5,24,1,81.0,17.0,25,6,2.79,0
50,Female,Master,Tiruchirappalli,Zetwerk,Test Automation Engineer,Government,Full-time,29,1849680,47598,1296.0,71806.0,,21242,0.1378,763,3,57,5,111.0,10.0,50,36,5.0,1
27,Female,Diploma,Kota,TCS,Lead Engineer,E-commerce,Full-time,4,573546,21537,99147.0,50753.0,0.0,0,0.0,518,4,5,1,27.0,0.0,100,11,3.47,0
31,Male,PhD,Bhiwandi,Mphasis,Frontend Developer,Defense,Contract,7,816289,31394,17045.0,606410.0,0.0,0,0.0,537,3,18,3,4.0,0.0,75,11,2.88,0
30,Male,Master,Salem,Infosys,VP Engineering,Consulting,Part-time,8,909629,39445,138604.0,22219.0,459402.0,9188,0.1212,556,2,16,1,35.0,23.0,25,39,3.22,0
53,Female,Bachelor,Surat,Cyient,VP Engineering,SaaS,Contract,33,1997032,67602,21624.0,95040.0,906597.0,18131,0.1089,764,1,64,2,30.0,,25,0,5.0,1
30,Male,Master,Salem,Geometric,Lead Engineer,E-commerce,Hybrid,10,848165,36208,55520.0,248867.0,299529.0,5990,0.0847,547,2,23,3,54.0,21.0,50,8,3.05,0
56,Male,Bachelor,Howrah,Persistent Systems,ETL Developer,FinTech,Contract,35,2130282,94158,92563.0,10378.0,369224.0,7384,0.0416,799,4,74,3,49.0,22.0,50,15,5.0,1
28,Female,Diploma,Kolkata,Publicis Sapient,Business Analyst,FinTech,Full-time,4,268207,7127,319898.0,16283.0,374715.0,7494,0.3353,584,4,9,2,101.0,0.0,50,16,3.26,0
57,Female,PhD,Navi Mumbai,Newgen Software,Scrum Master,Defense,Remote,35,2301641,86090,14342.0,456085.0,637541.0,12750,0.0665,764,5,71,1,103.0,21.0,50,3,5.0,1
40,Female,Bachelor,Coimbatore,Subex,Technical Lead,Banking,Hybrid,17,1164952,37066,1386246.0,3996.0,0.0,0,0.0,673,1,39,1,32.0,8.0,100,23,3.66,0
27,Male,Master,Noida,Mphasis,ML Engineer,Telecom,Contract,5,663308,24553,116999.0,22089.0,1150103.0,23002,0.4161,543,0,7,2,51.0,0.0,100,9,2.35,0
30,Female,Bachelor,Lucknow,KPIT Technologies,Scrum Master,E-commerce,Full-time,7,780163,24077,,8027.0,361753.0,7235,0.1113,526,2,11,2,55.0,0.0,0,11,3.25,0
41,Female,Master,Meerut,Uniphore,Principal Engineer,EdTech,Remote,20,1464536,62736,17412.0,24155.0,0.0,0,0.0,601,4,41,0,75.0,7.0,25,3,3.58,0
34,Female,Bachelor,Jodhpur,Nielsen India,Business Analyst,Startup,Full-time,12,930138,40848,92858.0,,471848.0,9436,0.1217,623,1,28,1,89.0,13.0,50,5,3.23,0
24,Male,Bachelor,Hubballi,Nihilent,DevOps Engineer,Manufacturing,Full-time,2,494195,15122,40316.0,7645.0,1755986.0,35119,0.8528,569,2,7,1,100.0,0.0,100,31,1.25,0
53,Male,Master,Bhilai,Chargebee,DevOps Engineer,Government,Remote,33,2205175,71046,4800.0,40093.0,0.0,0,0.0,729,2,68,2,19.0,23.0,100,31,5.0,1
56,Male,Bachelor,Amritsar,TCS,Database Administrator,Consulting,Full-time,35,2416744,90150,99189.0,82142.0,0.0,0,0.0,817,4,70,2,20.0,14.0,50,24,5.0,1
43,Female,PhD,Kochi,InMobi,Data Analyst,Consulting,Remote,20,1438184,57016,109019.0,240251.0,1932606.0,38652,0.3225,671,4,38,2,17.0,9.0,25,20,3.74,0
38,Male,PhD,Jaipur,Accenture India,ETL Developer,Manufacturing,Full-time,15,1333159,60894,101868.0,102285.0,0.0,0,0.0,670,5,29,1,89.0,22.0,100,25,3.81,0
43,Female,Bachelor,Akola,Datavail Infotech,Software Engineer,SaaS,Remote,20,1317642,34561,45255.0,32646.0,1709898.0,34197,0.3114,618,2,43,2,13.0,3.0,75,1,3.48,0
23,Female,Bachelor,Siliguri,HCL Technologies,ETL Developer,Consulting,Hybrid,2,458537,20956,34945.0,8005.0,1139223.0,22784,0.5963,541,6,6,1,100.0,0.0,75,7,1.36,0
36,Male,Bachelor,Vadodara,Coforge,Senior Data Scientist,Banking,Full-time,13,1016436,39400,16903.0,11009.0,0.0,0,0.0,593,2,28,1,11.0,17.0,25,38,4.3,0
23,Female,Master,Ujjain,Subex,VP Engineering,Manufacturing,Full-time,0,440847,19958,205535.0,60985.0,1668487.0,33369,0.9083,531,1,2,0,85.0,0.0,0,13,1.0,0
29,Male,PhD,Jaipur,GlobalLogic,Product Manager,EdTech,Contract,6,861248,26552,54957.0,8164.0,316126.0,6322,0.0881,540,2,17,3,85.0,0.0,50,31,2.72,0
53,Male,Bachelor,Kolhapur,Genpact,Technical Lead,SaaS,Hybrid,33,2021150,58465,,942.0,1474516.0,29490,0.1751,709,3,63,3,99.0,20.0,100,13,4.9,1
48,Female,Bachelor,Jamshedpur,Hexaware,Engineering Manager,E-commerce,Remote,24,1511058,53535,31819.0,48514.0,0.0,0,0.0,745,3,49,0,0.0,17.0,0,30,4.76,1
48,Male,Master,Navi Mumbai,InMobi,System Architect,FinTech,Full-time,28,1872890,62890,45772.0,192535.0,379294.0,7585,0.0486,801,2,55,2,85.0,,0,18,4.51,1
34,Female,Master,Hubballi,Robosoft,Network Engineer,Telecom,Full-time,10,951761,24571,73669.0,139307.0,152779.0,3055,0.0385,659,3,25,4,109.0,3.0,0,24,3.36,0
29,Male,Master,Jodhpur,Net Solutions,Project Manager,Manufacturing,Full-time,7,697647,30945,406481.0,104625.0,868905.0,17378,0.2989,531,2,19,2,6.0,0.0,50,38,3.09,0
37,Female,PhD,Rajkot,Mphasis,Database Administrator,Banking,Full-time,15,1380883,44460,6520.0,51198.0,800982.0,16019,0.1392,556,1,28,0,83.0,12.0,50,29,3.25,0
42,Male,Master,Gulbarga,Zetwerk,System Architect,Banking,Part-time,19,1347173,36795,281794.0,22131.0,0.0,0,0.0,610,3,40,2,62.0,16.0,100,36,4.69,1
46,Male,Bachelor,Nellore,Hexaware,AI Researcher,Consulting,Full-time,26,1751324,68394,83103.0,,1198321.0,23966,0.1642,712,4,54,1,49.0,14.0,50,10,3.85,0
23,Male,Bachelor,Jodhpur,Srijan Technologies,Security Analyst,FinTech,Full-time,0,292768,8596,331803.0,4738.0,0.0,0,0.0,568,4,0,3,48.0,0.0,25,33,3.03,0
24,Female,Bachelor,Firozabad,Intellect Design,Project Manager,SaaS,Full-time,1,463886,15057,,19888.0,692957.0,13859,0.3585,482,0,2,1,64.0,0.0,50,15,2.02,0
44,Male,Bachelor,Patna,BrowserStack,Lead Engineer,Startup,Full-time,24,1568879,57757,81874.0,292932.0,1016041.0,20320,0.1554,721,5,46,2,87.0,12.0,75,28,4.27,0
44,Male,Bachelor,Siliguri,Uniphore,Test Automation Engineer,Consulting,Contract,22,1582563,61698,63136.0,32350.0,0.0,0,0.0,727,2,41,2,44.0,13.0,50,26,4.75,1
32,Male,Master,Nashik,ThoughtWorks India,VP Engineering,Banking,Remote,12,1057527,41258,68743.0,2440.0,1945162.0,38903,0.4414,658,4,27,2,79.0,17.0,50,31,3.41,0
54,Female,Bachelor,Ahmedabad,Persistent Systems,Lead Engineer,Government,Full-time,34,2188469,70165,60980.0,18387.0,0.0,0,0.0,699,5,70,3,59.0,4.0,75,11,5.0,0
57,Male,Bachelor,Nashik,Sonata Software,Full Stack Developer,E-commerce,Remote,34,2182671,91998,145767.0,1390.0,0.0,0,0.0,761,2,69,0,39.0,4.0,100,15,5.0,0
31,Female,Diploma,Raipur,Datamatics,Lead Engineer,HealthTech,Remote,7,596490,17304,24860.0,2232.0,196601.0,3932,0.0791,566,3,14,2,98.0,,50,30,2.93,0
33,Male,Bachelor,Hubballi,Byju s,ML Engineer,Defense,Contract,12,1182389,41873,118207.0,29716.0,0.0,0,0.0,630,5,22,3,46.0,18.0,50,0,3.85,0
23,Male,Master,Bhilai,Mastek,Full Stack Developer,HealthTech,Contract,0,514118,12909,90645.0,187419.0,296423.0,5928,0.1384,458,1,0,1,61.0,0.0,25,9,2.27,0
48,Male,Diploma,Akola,Genpact,QA Engineer,Telecom,Remote,24,1603894,39454,124784.0,53768.0,1286016.0,25720,0.1924,623,7,52,1,11.0,20.0,25,22,4.02,0
25,Male,Diploma,Salem,EXL Service,AI Researcher,Startup,Full-time,1,246004,9128,253439.0,20862.0,0.0,0,0.0,573,4,2,1,62.0,0.0,100,17,3.26,0
24,Female,Bachelor,Bhubaneswar,Sigmoid Analytics,Software Engineer,Government,Contract,0,180000,6516,11702.0,53970.0,0.0,0,0.0,500,2,0,1,103.0,0.0,75,30,2.11,0
54,Male,Master,Srinagar,Happiest Minds,Security Analyst,Banking,Full-time,30,2047449,81682,102839.0,18660.0,1902517.0,38050,0.223,702,2,62,2,20.0,11.0,25,32,4.14,0
55,Male,Bachelor,Guwahati,Geometric,Product Manager,Consulting,Hybrid,34,2177370,85064,718824.0,156848.0,480873.0,9617,0.053,805,4,73,1,56.0,15.0,100,18,4.56,0
56,Male,Bachelor,Agra,Uniphore,Business Analyst,Startup,Full-time,33,2228864,91099,29645.0,64569.0,0.0,0,0.0,687,6,67,1,,13.0,75,28,4.67,1
28,Male,High School,Bangalore,Srijan Technologies,Solutions Architect,Banking,Full-time,4,426486,11546,44009.0,7258.0,1255643.0,25112,0.7066,611,6,8,3,22.0,,100,35,2.24,0
53,Female,Bachelor,Chennai,Nihilent,QA Engineer,EdTech,Full-time,33,2062961,52837,250781.0,3462.0,1281638.0,25632,0.1491,837,0,71,2,115.0,10.0,50,22,4.92,1
32,Female,Master,Agra,Net Solutions,Mobile Developer,Banking,Full-time,9,886564,22758,358234.0,34728.0,1219125.0,24382,0.33,627,5,15,1,58.0,13.0,50,4,3.28,0
27,Female,Master,Bhilai,Mindtree,Engineering Manager,FinTech,Hybrid,6,813343,26393,8286.0,77825.0,1251464.0,25029,0.3693,518,2,14,3,9.0,0.0,75,32,2.35,0
55,Female,Master,Jabalpur,Mindtree,Data Analyst,Startup,Full-time,34,2279529,78917,448602.0,,1707942.0,34158,0.1798,733,2,68,4,102.0,19.0,50,11,5.0,1
34,Female,Master,Aurangabad,Persistent Systems,Data Analyst,Telecom,Full-time,14,1236141,37231,324496.0,11994.0,0.0,0,0.0,638,1,31,2,7.0,2.0,50,29,3.44,0
44,Male,Bachelor,Noida,Zomato,Data Analyst,Defense,Contract,23,1564773,68315,62604.0,38820.0,393829.0,7876,0.0604,646,5,44,1,83.0,13.0,50,8,4.66,1
38,Female,Bachelor,Bhopal,KPIT Technologies,Project Manager,Defense,Full-time,15,1056057,41192,334869.0,30423.0,525138.0,10502,0.1193,587,2,31,1,28.0,16.0,25,4,4.19,0
27,Male,Master,Saharanpur,Cyient,Senior Software Engineer,Government,Full-time,6,648079,25750,26871.0,26584.0,1416796.0,28335,0.5247,515,5,15,0,100.0,0.0,50,19,1.32,0
57,Male,Master,Bhubaneswar,Zerodha,Database Administrator,EdTech,Contract,35,2268730,69319,25034.0,,1161787.0,23235,0.1229,724,3,70,1,107.0,2.0,75,25,4.84,0
29,Male,Master,Varanasi,Kellton Tech,Director of Engineering,Telecom,Full-time,6,790740,26983,76814.0,7283.0,345405.0,6908,0.1048,590,4,9,0,96.0,0.0,50,33,3.89,0
40,Male,Bachelor,Bhiwandi,Zensar Technologies,VP Engineering,EdTech,Remote,16,1164711,41344,17310.0,,1077020.0,21540,0.2219,680,2,36,0,60.0,20.0,50,16,3.62,0
56,Male,Bachelor,Chandigarh,Swiggy,Solutions Architect,FinTech,Contract,32,2038919,75750,,11041.0,1535228.0,30704,0.1807,702,1,68,1,63.0,19.0,50,11,4.34,0
30,Male,Bachelor,Jodhpur,Accenture India,AI Researcher,Government,Remote,7,617434,26239,18952.0,28755.0,761708.0,15234,0.2961,576,2,15,0,114.0,0.0,0,39,3.17,0
39,Female,Master,Aurangabad,Persistent Systems,Director of Engineering,Defense,Contract,17,1316075,45275,14917.0,1559.0,114091.0,2281,0.0208,690,3,38,3,104.0,21.0,50,36,3.88,0
22,Female,Bachelor,Mumbai,Zerodha,Senior Data Scientist,Manufacturing,Contract,0,368711,9777,290695.0,43128.0,1912335.0,38246,1.2447,513,1,4,1,35.0,0.0,0,8,1.0,0
30,Male,Master,Akola,Tech Mahindra,Security Analyst,Manufacturing,Full-time,10,925798,40139,6932.0,165398.0,1153280.0,23065,0.299,537,3,22,0,1.0,3.0,50,0,3.22,0
55,Female,PhD,Nanded,eClerx,Test Automation Engineer,Defense,Contract,35,2494980,95778,5941.0,49115.0,633207.0,12664,0.0609,856,6,74,4,22.0,4.0,75,38,4.99,1
48,Male,Bachelor,Malegaon,Tata Elxsi,DevOps Engineer,Consulting,Full-time,27,1887506,69006,77650.0,109224.0,0.0,0,0.0,673,3,57,0,23.0,12.0,75,10,4.03,0
37,Male,Master,Bikaner,Coda Global,Lead Engineer,EdTech,Full-time,13,1114102,41904,36220.0,4511.0,0.0,0,0.0,600,2,27,3,16.0,19.0,100,36,3.44,0
57,Non-binary,Diploma,Mysuru,KPIT Technologies,Technical Lead,EdTech,Full-time,35,2087250,85023,121608.0,6321.0,955825.0,19116,0.1099,752,1,69,2,86.0,5.0,0,33,5.0,0
43,Male,Bachelor,Kalyan,Nucleus Software,IT Consultant,FinTech,Full-time,21,1331464,42228,16692.0,,1886492.0,37729,0.34,701,2,46,2,114.0,7.0,0,14,3.59,0
41,Male,Bachelor,Dehradun,Swiggy,Test Automation Engineer,Startup,Contract,19,1263538,32570,287555.0,23783.0,1994369.0,39887,0.3788,589,3,43,4,88.0,23.0,0,37,2.31,0
32,Female,Bachelor,Gwalior,Geometric,Project Manager,Startup,Full-time,9,656623,29200,65221.0,16480.0,973315.0,19466,0.3557,569,3,15,2,80.0,12.0,100,36,2.78,0
52,Male,Bachelor,Jabalpur,CleverTap,Database Administrator,Banking,Contract,29,1987838,91066,29157.0,95473.0,326419.0,6528,0.0394,673,2,61,4,10.0,10.0,25,15,4.3,0
36,Male,Bachelor,Hubballi,Wipro,VP Engineering,Manufacturing,Contract,16,1148240,28914,33524.0,28837.0,830839.0,16616,0.1736,608,2,35,3,4.0,9.0,75,20,3.13,0
32,Non-binary,Master,Surat,Cyient,Principal Engineer,Manufacturing,Part-time,8,874787,34164,40125.0,176737.0,206583.0,4131,0.0567,585,6,16,3,48.0,10.0,25,1,3.63,0
42,Non-binary,Bachelor,Solapur,WNS Global,Technical Lead,Manufacturing,Hybrid,19,1410874,61304,50505.0,85203.0,367061.0,7341,0.0624,604,5,40,0,82.0,17.0,75,1,3.57,0
51,Female,Bachelor,Jaipur,Zensar Technologies,Data Analyst,FinTech,Part-time,31,2030925,62644,97122.0,34557.0,1385070.0,27701,0.1637,757,1,59,0,86.0,3.0,100,37,4.67,0
23,Male,Master,Bangalore,L&T Infotech,Network Engineer,FinTech,Full-time,0,428388,16246,42282.0,12066.0,1321915.0,26438,0.7406,568,6,0,0,110.0,0.0,0,24,1.45,0
51,Male,Master,Kochi,Freshworks,Business Analyst,Startup,Hybrid,30,2055436,54717,7855.0,15086.0,0.0,0,0.0,666,2,62,2,28.0,21.0,0,7,4.46,1
44,Female,Bachelor,Jaipur,PhonePe,IT Consultant,HealthTech,Full-time,20,1298843,48249,119151.0,11057.0,0.0,0,0.0,666,2,42,1,,3.0,100,5,4.56,0
38,Female,PhD,Ujjain,Robosoft,Cloud Architect,E-commerce,Full-time,16,1291465,42492,167235.0,46954.0,0.0,0,0.0,592,0,30,1,111.0,,75,35,4.49,1
30,Male,PhD,Gulbarga,Sonata Software,ML Engineer,Telecom,Full-time,9,902306,35011,105305.0,58545.0,134872.0,2697,0.0359,543,2,21,3,72.0,14.0,75,2,3.28,0
40,Male,Diploma,Cuttack,Srijan Technologies,Business Analyst,Telecom,Full-time,19,1299377,57624,70961.0,77252.0,1313887.0,26277,0.2427,706,2,40,0,88.0,12.0,50,35,3.26,0
47,Female,Bachelor,Kochi,Datavail Infotech,Data Analyst,HealthTech,Remote,25,1591986,66653,38158.0,,0.0,0,0.0,665,3,51,2,12.0,20.0,75,14,4.23,1
50,Male,Master,Dehradun,EXL Service,ML Engineer,FinTech,Full-time,28,1886151,84644,61354.0,6334.0,1818970.0,36379,0.2314,667,2,59,2,36.0,5.0,25,21,3.85,0
23,Non-binary,Bachelor,Solapur,Byju s,Senior Software Engineer,SaaS,Full-time,1,431388,16931,35932.0,366955.0,878644.0,17572,0.4888,454,5,4,2,28.0,0.0,0,17,1.71,0
54,Male,Master,Bangalore,Quick Heal,IT Consultant,HealthTech,Full-time,32,2087679,92768,,1937.0,0.0,0,0.0,776,0,63,2,26.0,4.0,75,7,5.0,1
28,Male,PhD,Ahmedabad,Infosys,Backend Developer,FinTech,Hybrid,7,650470,19307,836617.0,3338.0,0.0,0,0.0,628,2,13,1,37.0,0.0,75,13,4.23,0
28,Female,Bachelor,Guwahati,Zensar Technologies,Test Automation Engineer,Consulting,Contract,4,488591,16235,231516.0,203141.0,1764992.0,35299,0.867,467,3,6,3,82.0,0.0,75,1,1.0,0
38,Female,High School,Bhilai,Mastek,Backend Developer,Telecom,Hybrid,17,1145963,35650,21977.0,,1246710.0,24934,0.2611,682,2,33,3,78.0,15.0,50,6,4.2,0
44,Male,Bachelor,Udaipur,Subex,Frontend Developer,Startup,Hybrid,22,1485720,61586,116864.0,96205.0,1564902.0,31298,0.2528,663,1,45,1,97.0,,50,4,3.95,0
22,Male,Bachelor,Howrah,Datamatics,Test Automation Engineer,Startup,Full-time,0,273147,11812,30272.0,,0.0,0,0.0,578,0,3,3,31.0,0.0,0,21,2.82,0
37,Male,Bachelor,Coimbatore,Vedantu,Network Engineer,Manufacturing,Full-time,15,1205713,30449,36798.0,,0.0,0,0.0,578,5,35,1,107.0,13.0,25,21,4.02,0
25,Male,Bachelor,Srinagar,Capgemini India,Database Administrator,Startup,Full-time,5,519415,17758,,86894.0,172578.0,3451,0.0797,487,3,8,3,103.0,0.0,75,32,2.5,0
29,Male,Master,Agra,Cybage,Data Analyst,E-commerce,Full-time,9,834973,29828,207193.0,236992.0,0.0,0,0.0,543,2,21,3,13.0,23.0,50,34,3.84,0
24,Male,Bachelor,Guwahati,CRED,Data Scientist,E-commerce,Contract,4,596302,20580,339602.0,24859.0,1939945.0,38798,0.7808,507,2,7,2,,0.0,0,22,1.76,0
34,Male,Master,Madurai,NIIT Technologies,Product Manager,Manufacturing,Full-time,14,1220765,35255,2079.0,38498.0,0.0,0,0.0,690,1,26,1,81.0,2.0,100,0,4.6,1
42,Female,Bachelor,Bangalore,Quick Heal,Senior Data Scientist,SaaS,Contract,19,1335467,43971,96528.0,4477.0,0.0,0,0.0,650,2,35,2,94.0,18.0,100,10,4.22,0
50,Female,Bachelor,Jalgaon,Nagarro India,Technical Lead,E-commerce,Full-time,27,1899688,45010,64652.0,58573.0,1851323.0,37026,0.2339,696,7,51,4,42.0,18.0,25,5,4.65,1
31,Female,Bachelor,Madurai,Cognizant,Data Scientist,Startup,Hybrid,11,873202,25424,,13146.0,0.0,0,0.0,601,2,24,2,113.0,15.0,75,28,3.35,0
35,Female,Master,Bhiwandi,Groww,Principal Engineer,Banking,Full-time,14,1086145,44769,100014.0,3147.0,756372.0,15127,0.1671,602,3,30,1,106.0,8.0,50,36,3.89,0
44,Male,Bachelor,Kanpur,Subex,Cloud Architect,Defense,Remote,23,1621935,51476,79729.0,10282.0,222310.0,4446,0.0329,653,2,46,1,25.0,3.0,100,35,4.48,1
57,Male,PhD,Amritsar,Vedantu,ML Engineer,E-commerce,Full-time,33,2380281,88060,27175.0,726.0,1562630.0,31252,0.1576,819,0,65,0,32.0,23.0,50,30,4.16,1
56,Female,Diploma,Bikaner,Capgemini India,Software Engineer,Defense,Full-time,35,2135720,97038,38690.0,10626.0,670293.0,13405,0.0753,816,5,75,1,75.0,4.0,100,37,5.0,0
47,Male,PhD,Surat,Hexaware,Senior Data Scientist,SaaS,Contract,24,1758277,43749,38665.0,25123.0,0.0,0,0.0,627,3,46,5,91.0,21.0,75,11,4.36,1
48,Female,Master,Gulbarga,Syntel India,Senior Software Engineer,Startup,Contract,28,1952317,76902,32706.0,7920.0,1969838.0,39396,0.2421,663,4,56,3,3.0,5.0,50,15,4.74,0
43,Female,High School,Moradabad,Mindtree,BI Developer,EdTech,Contract,21,1394341,42347,224775.0,121172.0,596626.0,11932,0.1027,663,2,46,1,83.0,12.0,100,16,3.9,0
41,Female,High School,Firozabad,Xoriant,Product Manager,EdTech,Full-time,17,1210220,29469,41743.0,16540.0,1031019.0,20620,0.2045,671,3,37,3,23.0,4.0,100,27,4.49,0
44,Male,Master,Kalyan,Mphasis,System Architect,HealthTech,Full-time,20,1544371,52507,133306.0,8646.0,0.0,0,0.0,689,1,45,3,91.0,5.0,100,11,4.9,1
54,Female,Bachelor,Delhi,Nucleus Software,IT Consultant,Consulting,Full-time,34,2060743,87436,90502.0,27792.0,0.0,0,0.0,829,3,72,2,31.0,8.0,0,15,4.87,1
39,Female,Bachelor,Jamshedpur,Publicis Sapient,Backend Developer,SaaS,Contract,19,1492183,40936,6680.0,7857.0,53940.0,1078,0.0087,714,1,43,3,10.0,14.0,100,28,3.85,0
42,Male,Diploma,Navi Mumbai,Xoriant,VP Engineering,E-commerce,Full-time,22,1392018,37146,,9783.0,0.0,0,0.0,664,1,44,3,65.0,13.0,0,35,3.88,0
56,Male,PhD,Aligarh,Net Solutions,ML Engineer,Startup,Hybrid,32,2306917,88988,34436.0,,743409.0,14868,0.0773,751,4,64,3,114.0,23.0,75,18,5.0,1
36,Male,Bachelor,Kanpur,Zoho,Backend Developer,Consulting,Remote,16,987674,38107,35529.0,208768.0,1771439.0,35428,0.4304,627,3,36,1,55.0,22.0,0,13,3.05,0
53,Male,Diploma,Amritsar,Unacademy,Business Analyst,Banking,Contract,31,2045193,84084,117806.0,35784.0,0.0,0,0.0,827,2,60,1,27.0,22.0,50,32,5.0,1
56,Male,Bachelor,Firozabad,Genpact,Principal Engineer,Manufacturing,Full-time,35,2324151,64839,81439.0,5790.0,0.0,0,0.0,756,1,74,2,65.0,2.0,25,11,5.0,1
32,Male,Bachelor,Varanasi,Chargebee,Full Stack Developer,Defense,Full-time,8,736924,31768,24129.0,4820.0,0.0,0,0.0,618,1,18,3,67.0,15.0,50,14,3.15,0
25,Male,Diploma,Jamnagar,Zensar Technologies,ML Engineer,Defense,Full-time,4,455622,20339,24322.0,16597.0,923336.0,18466,0.4863,597,1,8,3,71.0,0.0,50,29,2.47,0
28,Male,Master,Meerut,Infosys,Technical Lead,Banking,Full-time,8,774022,23841,229627.0,,0.0,0,0.0,581,1,15,0,70.0,17.0,75,35,3.88,0
28,Female,Bachelor,Dehradun,WNS Global,Engineering Manager,Telecom,Hybrid,8,756366,29294,217242.0,16769.0,1135568.0,22711,0.3603,535,2,19,2,111.0,12.0,50,12,2.57,0
28,Non-binary,Bachelor,Aligarh,Kellton Tech,Solutions Architect,Startup,Hybrid,4,421772,15539,54121.0,25998.0,1692483.0,33849,0.963,520,2,6,1,65.0,0.0,100,30,1.0,0
28,Male,Diploma,Hyderabad,Coda Global,VP Engineering,EdTech,Contract,7,686759,27507,173232.0,25601.0,598070.0,11961,0.209,498,7,13,1,71.0,0.0,25,19,2.52,0
34,Male,Master,Ajmer,Nihilent,Engineering Manager,Telecom,Full-time,13,1089779,29898,50231.0,20842.0,1367259.0,27345,0.3011,631,2,23,1,82.0,5.0,75,33,3.76,0
37,Female,Master,Ranchi,Nagarro India,Full Stack Developer,Telecom,Full-time,16,1116479,43190,23665.0,473078.0,0.0,0,0.0,576,3,34,3,78.0,10.0,75,2,3.16,0
56,Male,Bachelor,Tiruppur,PhonePe,Business Analyst,Manufacturing,Full-time,35,2101279,50055,132338.0,1048.0,0.0,0,0.0,778,3,75,3,75.0,3.0,0,38,5.0,1
29,Female,PhD,Dehradun,Cybage,Cloud Architect,Telecom,Full-time,5,684570,23120,34308.0,6435.0,1036891.0,20737,0.3635,516,1,12,1,32.0,0.0,0,31,2.31,0
32,Male,Bachelor,Ludhiana,Meesho,Data Scientist,Telecom,Full-time,8,627409,21741,20592.0,55976.0,0.0,0,0.0,525,5,16,2,4.0,19.0,50,10,3.1,0
42,Male,Bachelor,Delhi,Razorpay,DevOps Engineer,SaaS,Full-time,19,1304228,48069,13503.0,79326.0,1897881.0,37957,0.3492,596,2,36,2,40.0,23.0,75,36,2.78,0
35,Male,Bachelor,Malegaon,Tata Elxsi,Frontend Developer,SaaS,Full-time,14,900825,27469,31740.0,120572.0,142084.0,2841,0.0378,601,2,29,5,57.0,7.0,50,20,3.99,0
34,Female,PhD,Bhubaneswar,Geometric,Security Analyst,Manufacturing,Remote,13,1023407,32665,502120.0,39273.0,1746962.0,34939,0.4097,599,3,30,1,39.0,24.0,50,36,3.02,0
43,Female,Bachelor,Siliguri,Sigmoid Analytics,ETL Developer,E-commerce,Full-time,22,1579081,40237,39143.0,,1495563.0,29911,0.2273,688,0,46,0,62.0,20.0,75,33,4.58,0
51,Male,Bachelor,Lucknow,Capgemini India,ETL Developer,FinTech,Remote,31,2064325,61570,24940.0,181155.0,0.0,0,0.0,753,5,64,0,56.0,16.0,100,33,4.14,0
43,Female,Master,Noida,Apexon,Full Stack Developer,Banking,Part-time,21,1383819,51927,64383.0,215052.0,726997.0,14539,0.1261,694,2,39,1,72.0,9.0,100,24,3.9,0
